ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2013,CREMONA,ALL,tumori-tumori maligni-di cui altri tumori maligni,10.0131151,45.13644491,149,"(45.13644491, 10.0131151)"
2014,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",,,20119,
2014,SONDRIO,M,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2012,BRESCIA,F,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,10.18167955,45.51939749,213,"(45.51939749, 10.18167955)"
2015,PAVIA,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.14034225,45.18407925,99,"(45.18407925, 9.14034225)"
2015,LECCO,ALL,"malattie endocrine, nutrizionali e metaboliche",9.388156645,45.85028614,116,"(45.85028614, 9.388156645)"
2014,SONDRIO,F,"malattie endocrine, nutrizionali e metaboliche",9.879429303,46.1707552,27,"(46.1707552, 9.879429303)"
2013,VARESE,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,8.80650544,45.80041256,145,"(45.80041256, 8.80650544)"
2013,VARESE,F,tumori-tumori maligni-di cui tumori maligni della tiroide,8.80650544,45.80041256,5,"(45.80041256, 8.80650544)"
2013,SONDRIO,F,tumori-tumori maligni-di cui tumori maligni della vescica,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2015,CREMONA,F,"malattie endocrine, nutrizionali e metaboliche",10.0131151,45.13644491,64,"(45.13644491, 10.0131151)"
2014,LECCO,M,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.388156645,45.85028614,15,"(45.85028614, 9.388156645)"
2013,MILANO,F,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.18951,45.46427,254,"(45.46427, 9.18951)"
2012,LODI,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.510140481,45.31535435,20,"(45.31535435, 9.510140481)"
2015,LODI,M,tumori-tumori maligni-di cui altri tumori maligni,9.510140481,45.31535435,51,"(45.31535435, 9.510140481)"
2014,PAVIA,M,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.14034225,45.18407925,1,"(45.18407925, 9.14034225)"
2012,COMO,M,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2013,LECCO,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.388156645,45.85028614,78,"(45.85028614, 9.388156645)"
2012,ITALIA,ALL,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,,,5041,
2015,VARESE,F,tumori-tumori non maligni (benigni e di comportamento incerto),8.80650544,45.80041256,60,"(45.80041256, 8.80650544)"
2012,LODI,ALL,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.510140481,45.31535435,21,"(45.31535435, 9.510140481)"
2015,CREMONA,F,malattie del sistema nervoso e degli organi di senso,10.0131151,45.13644491,154,"(45.13644491, 10.0131151)"
2012,CREMONA,F,disturbi psichici e comportamentali,10.0131151,45.13644491,71,"(45.13644491, 10.0131151)"
2015,PAVIA,M,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.14034225,45.18407925,56,"(45.18407925, 9.14034225)"
2012,ITALIA,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,,,4207,
2014,COMO,ALL,malattie del sistema circolatorio,9.039360974,45.80216962,1780,"(45.80216962, 9.039360974)"
2014,LECCO,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2013,REGIONE LOMBARDIA,F,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,,,428,
2014,SONDRIO,ALL,malattie del sistema circolatorio,9.879429303,46.1707552,553,"(46.1707552, 9.879429303)"
2015,LODI,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.510140481,45.31535435,62,"(45.31535435, 9.510140481)"
2015,BRESCIA,F,tumori-tumori maligni-di cui tumori maligni della vescica,10.18167955,45.51939749,26,"(45.51939749, 10.18167955)"
2013,ITALIA,F,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,,,671,
2013,CREMONA,F,malattie del sistema nervoso e degli organi di senso,10.0131151,45.13644491,133,"(45.13644491, 10.0131151)"
2012,BRESCIA,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,10.18167955,45.51939749,46,"(45.51939749, 10.18167955)"
2013,SONDRIO,F,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.879429303,46.1707552,29,"(46.1707552, 9.879429303)"
2012,CREMONA,F,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",10.0131151,45.13644491,31,"(45.13644491, 10.0131151)"
2012,MILANO,M,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.18951,45.46427,156,"(45.46427, 9.18951)"
2012,SONDRIO,M,disturbi psichici e comportamentali-demenza,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2015,PAVIA,F,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.14034225,45.18407925,38,"(45.18407925, 9.14034225)"
2015,MONZA E DELLA BRIANZA,ALL,tumori-tumori maligni-di cui altri tumori maligni,9.258430902,45.5823624,399,"(45.5823624, 9.258430902)"
2015,REGIONE LOMBARDIA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",,,881,
2015,MANTOVA,M,tumori-tumori maligni-di cui leucemia,10.77086348,45.14135331,11,"(45.14135331, 10.77086348)"
2015,MANTOVA,M,disturbi psichici e comportamentali-demenza,10.77086348,45.14135331,26,"(45.14135331, 10.77086348)"
2013,CREMONA,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,10.0131151,45.13644491,53,"(45.13644491, 10.0131151)"
2013,LODI,M,tumori-tumori maligni-di cui leucemia,9.510140481,45.31535435,10,"(45.31535435, 9.510140481)"
2014,COMO,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.039360974,45.80216962,1,"(45.80216962, 9.039360974)"
2015,ITALIA,F,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,,,8162,
2013,MANTOVA,ALL,malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,181,"(45.14135331, 10.77086348)"
2014,MANTOVA,F,tumori-tumori non maligni (benigni e di comportamento incerto),10.77086348,45.14135331,28,"(45.14135331, 10.77086348)"
2015,COMO,M,disturbi psichici e comportamentali,9.039360974,45.80216962,62,"(45.80216962, 9.039360974)"
2014,COMO,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.039360974,45.80216962,2,"(45.80216962, 9.039360974)"
2012,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",,,6054,
2012,ITALIA,ALL,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,,,1254,
2015,MILANO,F,tumori-tumori maligni-di cui tumori maligni della tiroide,9.18951,45.46427,20,"(45.46427, 9.18951)"
2013,MONZA E DELLA BRIANZA,ALL,malattie del sistema circolatorio,9.258430902,45.5823624,2225,"(45.5823624, 9.258430902)"
2013,MANTOVA,F,tumori-tumori non maligni (benigni e di comportamento incerto),10.77086348,45.14135331,32,"(45.14135331, 10.77086348)"
2015,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui leucemia,9.258430902,45.5823624,36,"(45.5823624, 9.258430902)"
2015,SONDRIO,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),9.879429303,46.1707552,27,"(46.1707552, 9.879429303)"
2015,PAVIA,ALL,malattie del sistema circolatorio,9.14034225,45.18407925,2530,"(45.18407925, 9.14034225)"
2015,COMO,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2014,ITALIA,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",,,108,
2015,VARESE,ALL,disturbi psichici e comportamentali,8.80650544,45.80041256,319,"(45.80041256, 8.80650544)"
2014,CREMONA,M,tumori-tumori non maligni (benigni e di comportamento incerto),10.0131151,45.13644491,15,"(45.13644491, 10.0131151)"
2012,CREMONA,ALL,tumori-tumori maligni-di cui leucemia,10.0131151,45.13644491,30,"(45.13644491, 10.0131151)"
2013,MILANO,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.18951,45.46427,240,"(45.46427, 9.18951)"
2013,ITALIA,F,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,,,6835,
2015,SONDRIO,F,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.879429303,46.1707552,8,"(46.1707552, 9.879429303)"
2014,ITALIA,ALL,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),,,212,
2013,SONDRIO,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2014,VARESE,M,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",8.80650544,45.80041256,91,"(45.80041256, 8.80650544)"
2012,MILANO,M,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.18951,45.46427,65,"(45.46427, 9.18951)"
2014,LODI,M,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,9.510140481,45.31535435,12,"(45.31535435, 9.510140481)"
2014,VARESE,M,tumori-tumori maligni-di cui leucemia,8.80650544,45.80041256,53,"(45.80041256, 8.80650544)"
2013,MONZA E DELLA BRIANZA,ALL,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.258430902,45.5823624,47,"(45.5823624, 9.258430902)"
2014,REGIONE LOMBARDIA,ALL,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,,,1501,
2012,VARESE,ALL,malattie del sistema circolatorio,8.80650544,45.80041256,3134,"(45.80041256, 8.80650544)"
2015,PAVIA,M,"malattie endocrine, nutrizionali e metaboliche",9.14034225,45.18407925,109,"(45.18407925, 9.14034225)"
2013,CREMONA,F,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2013,BERGAMO,M,malattie del sistema nervoso e degli organi di senso,9.63853045,45.68012929,195,"(45.68012929, 9.63853045)"
2014,COMO,ALL,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.039360974,45.80216962,43,"(45.80216962, 9.039360974)"
2014,COMO,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.039360974,45.80216962,69,"(45.80216962, 9.039360974)"
2013,PAVIA,F,tumori-tumori maligni-di cui altri tumori maligni,9.14034225,45.18407925,145,"(45.18407925, 9.14034225)"
2014,LODI,F,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",9.510140481,45.31535435,16,"(45.31535435, 9.510140481)"
2015,BERGAMO,ALL,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.63853045,45.68012929,26,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,M,tumori-tumori maligni-di cui tumori maligni della tiroide,9.258430902,45.5823624,4,"(45.5823624, 9.258430902)"
2013,COMO,M,malattie del sistema circolatorio,9.039360974,45.80216962,738,"(45.80216962, 9.039360974)"
2012,VARESE,ALL,disturbi psichici e comportamentali,8.80650544,45.80041256,225,"(45.80041256, 8.80650544)"
2013,COMO,M,tumori-tumori maligni-di cui morbo di hodgkin e linfomi,9.039360974,45.80216962,35,"(45.80216962, 9.039360974)"
2012,VARESE,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,8.80650544,45.80041256,24,"(45.80041256, 8.80650544)"
2015,SONDRIO,ALL,tumori-tumori maligni-di cui tumori maligni della vescica,9.879429303,46.1707552,16,"(46.1707552, 9.879429303)"
2015,PAVIA,M,disturbi psichici e comportamentali,9.14034225,45.18407925,84,"(45.18407925, 9.14034225)"
2012,REGIONE LOMBARDIA,M,"malattie endocrine, nutrizionali e metaboliche",,,1282,
2013,ITALIA,F,tumori-tumori non maligni (benigni e di comportamento incerto),,,3681,
2014,VARESE,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,8.80650544,45.80041256,24,"(45.80041256, 8.80650544)"
2012,MONZA E DELLA BRIANZA,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.258430902,45.5823624,2,"(45.5823624, 9.258430902)"
2014,PAVIA,ALL,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.14034225,45.18407925,23,"(45.18407925, 9.14034225)"
2012,CREMONA,M,tumori-tumori maligni-di cui leucemia,10.0131151,45.13644491,18,"(45.13644491, 10.0131151)"
2014,COMO,F,tumori-tumori maligni-di cui altri tumori maligni,9.039360974,45.80216962,127,"(45.80216962, 9.039360974)"
2013,CREMONA,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,10.0131151,45.13644491,108,"(45.13644491, 10.0131151)"
2013,SONDRIO,F,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,ITALIA,M,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,,,1790,
2012,COMO,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.039360974,45.80216962,40,"(45.80216962, 9.039360974)"
2012,LECCO,M,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.388156645,45.85028614,14,"(45.85028614, 9.388156645)"
2014,LODI,M,tumori-tumori maligni-di cui altri tumori maligni,9.510140481,45.31535435,58,"(45.31535435, 9.510140481)"
2013,BRESCIA,ALL,tumori-tumori maligni-di cui tumori maligni della tiroide,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2015,LECCO,M,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.388156645,45.85028614,17,"(45.85028614, 9.388156645)"
2012,COMO,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),9.039360974,45.80216962,87,"(45.80216962, 9.039360974)"
2013,REGIONE LOMBARDIA,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",,,2240,
2013,CREMONA,ALL,malattie del sistema nervoso e degli organi di senso- morbo di parkinson,10.0131151,45.13644491,43,"(45.13644491, 10.0131151)"
2013,LODI,F,tumori-tumori maligni-di cui altri tumori maligni del tessuto linfatico/ematopoietico,9.510140481,45.31535435,5,"(45.31535435, 9.510140481)"
2012,PAVIA,F,tumori-tumori maligni-di cui tumori maligni del cervello e del sistema nervoso centrale,9.14034225,45.18407925,17,"(45.18407925, 9.14034225)"
2015,MILANO,ALL,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",9.18951,45.46427,738,"(45.46427, 9.18951)"
2012,PAVIA,ALL,disturbi psichici e comportamentali-demenza,9.14034225,45.18407925,192,"(45.18407925, 9.14034225)"
2012,LECCO,ALL,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.388156645,45.85028614,63,"(45.85028614, 9.388156645)"
2014,LODI,M,malattie del sistema circolatorio,9.510140481,45.31535435,294,"(45.31535435, 9.510140481)"
2012,REGIONE LOMBARDIA,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),,,29,
2015,LODI,F,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,9.510140481,45.31535435,42,"(45.31535435, 9.510140481)"
2012,COMO,M,tumori-tumori maligni-di cui altri tumori maligni,9.039360974,45.80216962,124,"(45.80216962, 9.039360974)"
2012,MONZA E DELLA BRIANZA,M,malattie del sistema circolatorio,9.258430902,45.5823624,992,"(45.5823624, 9.258430902)"
2012,LECCO,ALL,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,9.388156645,45.85028614,9,"(45.85028614, 9.388156645)"
2014,BERGAMO,ALL,malattie del sistema nervoso e degli organi di senso,9.63853045,45.68012929,492,"(45.68012929, 9.63853045)"
2014,COMO,F,malattie del sistema circolatorio,9.039360974,45.80216962,983,"(45.80216962, 9.039360974)"
2012,BERGAMO,ALL,disturbi psichici e comportamentali,9.63853045,45.68012929,316,"(45.68012929, 9.63853045)"
2014,REGIONE LOMBARDIA,M,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),,,27,
2013,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche-altre malattie endocrine, nutrizionali e metaboliche",,,5693,
2015,SONDRIO,F,disturbi psichici e comportamentali-abuso di alcool (compresa psicosi alcolica),9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2013,BERGAMO,ALL,tumori-tumori non maligni (benigni e di comportamento incerto),9.63853045,45.68012929,124,"(45.68012929, 9.63853045)"
2015,VARESE,M,tumori-tumori maligni-di cui altri tumori maligni,8.80650544,45.80041256,204,"(45.80041256, 8.80650544)"
2013,CREMONA,ALL,disturbi psichici e comportamentali-altri disturbi psichici e comportamentali,10.0131151,45.13644491,6,"(45.13644491, 10.0131151)"
2012,MILANO,ALL,"disturbi psichici e comportamentali-dipendenza da droghe, tossicomania",9.18951,45.46427,10,"(45.46427, 9.18951)"
2014,CREMONA,F,"malattie endocrine, nutrizionali e metaboliche-diabete mellito",10.0131151,45.13644491,45,"(45.13644491, 10.0131151)"
2015,PAVIA,M,malattie del sistema nervoso e degli organi di senso- altre malattie del sistema nervoso e degli organi di senso,9.14034225,45.18407925,45,"(45.18407925, 9.14034225)"
2013,SONDRIO,M,tumori-tumori maligni-di cui tumori maligni della vescica,9.879429303,46.1707552,8,"(46.1707552, 9.879429303)"
2015,MILANO,M,malattie del sistema nervoso e degli organi di senso,9.18951,45.46427,610,"(45.46427, 9.18951)"
2013,MILANO,M,disturbi psichici e comportamentali-demenza,9.18951,45.46427,179,"(45.46427, 9.18951)"
2013,LECCO,M,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2013,ITALIA,ALL,"malattie endocrine, nutrizionali e metaboliche",,,26550,
2013,MANTOVA,M,malattie del sistema nervoso e degli organi di senso-malattia di alzheimer,10.77086348,45.14135331,12,"(45.14135331, 10.77086348)"
2014,CREMONA,ALL,tumori-tumori maligni-di cui leucemia,10.0131151,45.13644491,33,"(45.13644491, 10.0131151)"
2014,MILANO,F,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario,9.18951,45.46427,84,"(45.46427, 9.18951)"
2013,BERGAMO,M,tumori-tumori maligni-di cui leucemia,9.63853045,45.68012929,60,"(45.68012929, 9.63853045)"
